HomeNo|Channel|StartTime|Activity
12|95|20210222074845|Live
28|78|20210222074842|Live
82|70|20210222074841|Live
59|32|20210222074837|Live
54|70|20210222074833|Playback
86|21|20210222074832|Live
69|47|20210222074827|Live
14|50|20210222074825|Live
16|6|20210222074825|Live
37|15|20210222074824|Playback
90|62|20210222074821|Playback
50|74|20210222074819|Playback
18|31|20210222074817|Playback
20|93|20210222074809|Playback
96|19|20210222074805|Live
99|2|20210222074805|Live
64|41|20210222074800|Live
78|6|20210222074753|Live
19|16|20210222074750|Playback
50|64|20210222074742|Playback
35|82|20210222074739|Live
93|5|20210222074739|Playback
15|58|20210222074735|Live
76|12|20210222074735|Live
56|4|20210222074735|Live
7|24|20210222074727|Live
52|78|20210222074726|Playback
4|50|20210222074723|Playback
90|66|20210222074722|Live
52|22|20210222074720|Playback
72|53|20210222074718|Playback
84|43|20210222074709|Live
23|87|20210222074704|Live
60|40|20210222074703|Playback
54|78|20210222074702|Live
39|36|20210222074655|Live
59|49|20210222074653|Playback
56|87|20210222074652|Playback
88|63|20210222074647|Playback
79|95|20210222074646|Live
7|99|20210222074637|Playback
70|24|20210222074633|Live
53|74|20210222074632|Playback
35|65|20210222074626|Playback
18|67|20210222074617|Live
64|33|20210222074611|Playback
75|55|20210222074609|Live
53|90|20210222074608|Live
74|3|20210222074608|Playback
19|26|20210222074604|Live
93|0|20210222074603|Live
61|61|20210222074555|Live
95|10|20210222074549|Live
21|4|20210222074546|Live
60|55|20210222074545|Playback
31|34|20210222074537|Playback
17|27|20210222074534|Live
38|22|20210222074532|Live
13|39|20210222074526|Live
36|22|20210222074524|Live
73|7|20210222074523|Live
13|27|20210222074516|Playback
29|71|20210222074509|Playback
68|88|20210222074508|Live
3|67|20210222074459|Live
32|53|20210222074450|Playback
67|60|20210222074448|Playback
72|10|20210222074448|Live
81|7|20210222074446|Live
47|15|20210222074444|Live
100|57|20210222074442|Playback
68|63|20210222074433|Live
98|55|20210222074428|Playback
71|15|20210222074420|Live
1|65|20210222074411|Live
17|25|20210222074404|Live
59|53|20210222074401|Live
63|16|20210222074357|Live
86|50|20210222074357|Playback
40|76|20210222074355|Live
88|43|20210222074353|Live
42|44|20210222074348|Playback
71|4|20210222074343|Live
44|53|20210222074343|Playback
94|53|20210222074337|Playback
34|29|20210222074335|Live
82|23|20210222074330|Live
46|99|20210222074325|Live
26|32|20210222074317|Live
17|63|20210222074314|Live
47|55|20210222074306|Playback
100|88|20210222074304|Live
44|3|20210222074302|Live
71|87|20210222074257|Playback
86|87|20210222074256|Live
73|75|20210222074254|Live
36|21|20210222074254|Live
5|9|20210222074249|Live
59|20|20210222074241|Live
69|98|20210222074238|Live
59|47|20210222074233|Playback
86|98|20210222074228|Live
56|2|20210222074221|Live
94|21|20210222074214|Live
78|57|20210222074206|Live
76|29|20210222074202|Live
9|82|20210222074202|Live
80|17|20210222074156|Live
68|50|20210222074149|Live
100|37|20210222074148|Live
85|28|20210222074141|Live
23|29|20210222074139|Live
83|6|20210222074137|Live
60|61|20210222074130|Playback
98|85|20210222074130|Live
11|15|20210222074122|Playback
47|82|20210222074120|Live
15|73|20210222074120|Live
81|37|20210222074111|Live
83|90|20210222074106|Playback
44|16|20210222074100|Live
53|18|20210222074059|Live
69|70|20210222074053|Playback
88|96|20210222074047|Live
3|49|20210222074043|Playback
85|90|20210222074040|Playback
44|81|20210222074031|Playback
78|57|20210222074026|Playback
69|45|20210222074017|Playback
94|35|20210222074009|Live
81|23|20210222074002|Live
39|90|20210222073955|Live
98|26|20210222073955|Playback
30|75|20210222073950|Playback
21|5|20210222073943|Playback
96|85|20210222073939|Playback
6|10|20210222073930|Live
51|90|20210222073923|Live
29|18|20210222073919|Live
31|55|20210222073911|Playback
78|57|20210222073907|Live
24|17|20210222073906|Live
37|56|20210222073900|Live
86|84|20210222073859|Live
14|80|20210222073853|Live
32|96|20210222073852|Live
22|69|20210222073851|Live
15|31|20210222073843|Live
52|2|20210222073837|Live
65|20|20210222073828|Live
60|22|20210222073822|Live
83|56|20210222073815|Playback
18|26|20210222073807|Live
53|80|20210222073800|Live
24|14|20210222073753|Live
22|63|20210222073750|Live
67|21|20210222073744|Live
64|31|20210222073744|Playback
10|39|20210222073743|Live
56|21|20210222073739|Live
7|48|20210222073736|Live
83|23|20210222073730|Live
78|4|20210222073730|Live
93|51|20210222073724|Live
97|11|20210222073718|Playback
86|19|20210222073715|Live
18|75|20210222073710|Live
99|92|20210222073701|Live
6|42|20210222073654|Live
41|33|20210222073654|Live
42|0|20210222073650|Live
58|39|20210222073642|Playback
100|87|20210222073642|Live
74|76|20210222073635|Live
10|6|20210222073631|Live
10|97|20210222073626|Live
10|32|20210222073626|Live
12|34|20210222073624|Live
34|0|20210222073616|Playback
28|38|20210222073615|Live
73|12|20210222073610|Live
8|77|20210222073605|Live
32|49|20210222073557|Playback
84|40|20210222073550|Live
29|62|20210222073543|Live
94|97|20210222073538|Live
19|26|20210222073536|Playback
15|61|20210222073530|Live
60|72|20210222073523|Live
44|3|20210222073518|Playback
33|42|20210222073516|Live
70|88|20210222073514|Playback
37|9|20210222073510|Live
93|62|20210222073506|Playback
89|72|20210222073503|Live
60|63|20210222073459|Live
96|43|20210222073457|Playback
66|70|20210222073457|Live
60|31|20210222073451|Playback
35|94|20210222073444|Playback
100|16|20210222073439|Playback
40|35|20210222073431|Live
35|64|20210222073425|Live
50|46|20210222073421|Live
75|3|20210222073412|Live
39|25|20210222073403|Live
63|59|20210222073403|Live
31|13|20210222073356|Live
10|35|20210222073355|Playback
72|98|20210222073346|Live
67|1|20210222073338|Playback
45|43|20210222073335|Playback
87|61|20210222073330|Playback
62|61|20210222073323|Live
40|10|20210222073320|Playback
90|54|20210222073314|Playback
77|94|20210222073314|Live
32|48|20210222073314|Playback
71|92|20210222073312|Live
86|97|20210222073306|Live
97|50|20210222073300|Playback
84|25|20210222073255|Playback
52|44|20210222073247|Live
57|37|20210222073246|Live
31|81|20210222073239|Live
40|80|20210222073238|Live
28|67|20210222073230|Live
59|54|20210222073230|Live
68|93|20210222073225|Live
60|10|20210222073218|Live
99|6|20210222073213|Live
46|82|20210222073206|Playback
53|88|20210222073203|Live
60|3|20210222073155|Playback
45|7|20210222073152|Live
62|99|20210222073145|Live
54|46|20210222073137|Playback
74|88|20210222073129|Live
84|62|20210222073128|Live
52|4|20210222073119|Playback
55|72|20210222073111|Live
13|29|20210222073106|Playback
64|37|20210222073101|Playback
7|71|20210222073101|Live
69|5|20210222073058|Playback
54|23|20210222073049|Playback
4|58|20210222073047|Live
68|80|20210222073043|Live
73|55|20210222073039|Live
70|37|20210222073030|Live
39|64|20210222073024|Live
20|47|20210222073016|Live
74|46|20210222073013|Playback
96|30|20210222073004|Live
28|17|20210222073002|Playback
72|41|20210222073002|Live
30|7|20210222072954|Live
47|12|20210222072954|Live
27|24|20210222072948|Playback
51|23|20210222072944|Live
1|17|20210222072938|Live
93|14|20210222072929|Live
49|59|20210222072929|Playback
15|76|20210222072925|Live
55|67|20210222072925|Playback
88|58|20210222072919|Live
52|93|20210222072913|Live
19|63|20210222072906|Live
94|23|20210222072905|Playback
12|50|20210222072857|Live
30|88|20210222072853|Live
65|45|20210222072850|Live
68|83|20210222072846|Live
78|34|20210222072841|Live
89|59|20210222072837|Live
53|90|20210222072828|Live
32|63|20210222072825|Live
26|95|20210222072821|Live
66|77|20210222072820|Live
83|31|20210222072816|Playback
77|63|20210222072816|Live
68|69|20210222072815|Playback
64|19|20210222072806|Live
91|93|20210222072759|Live
12|56|20210222072755|Live
53|93|20210222072755|Live
36|64|20210222072747|Live
68|96|20210222072741|Live
34|76|20210222072741|Playback
18|95|20210222072738|Live
71|23|20210222072738|Live
15|35|20210222072730|Playback
86|68|20210222072726|Playback
95|12|20210222072725|Live
93|75|20210222072716|Playback
12|49|20210222072713|Live
18|16|20210222072713|Live
49|7|20210222072704|Live
11|61|20210222072658|Live
41|65|20210222072653|Live
86|87|20210222072653|Playback
79|23|20210222072647|Live
17|45|20210222072647|Playback
63|61|20210222072645|Live
6|89|20210222072644|Live
20|50|20210222072642|Playback
3|32|20210222072640|Live
99|39|20210222072631|Live
7|35|20210222072629|Live
58|6|20210222072621|Live
15|90|20210222072615|Live
46|54|20210222072607|Playback
82|70|20210222072600|Live
15|79|20210222072553|Playback
65|12|20210222072547|Live
67|0|20210222072543|Playback
95|41|20210222072543|Playback
3|63|20210222072536|Live
57|70|20210222072527|Live
52|4|20210222072525|Live
38|71|20210222072525|Playback
46|44|20210222072520|Live
91|5|20210222072511|Live
100|97|20210222072510|Live
68|50|20210222072510|Live
62|32|20210222072506|Live
61|33|20210222072501|Live
69|25|20210222072458|Live
57|20|20210222072458|Live
78|86|20210222072451|Live
42|32|20210222072448|Live
99|90|20210222072443|Live
10|73|20210222072439|Live
63|90|20210222072435|Playback
8|80|20210222072431|Live
94|47|20210222072424|Live
40|86|20210222072423|Playback
10|40|20210222072418|Live
6|75|20210222072410|Playback
38|26|20210222072401|Live
55|46|20210222072353|Live
79|32|20210222072351|Live
97|5|20210222072349|Live
37|98|20210222072344|Live
11|79|20210222072340|Live
78|28|20210222072332|Live
14|88|20210222072330|Live
31|50|20210222072326|Live
2|37|20210222072317|Live
81|99|20210222072312|Live
6|70|20210222072309|Live
1|12|20210222072301|Live
22|93|20210222072254|Playback
75|87|20210222072246|Live
8|74|20210222072238|Playback
2|94|20210222072236|Playback
18|78|20210222072229|Live
65|87|20210222072221|Playback
69|6|20210222072213|Live
43|91|20210222072210|Playback
85|83|20210222072204|Live
80|45|20210222072159|Live
30|73|20210222072151|Live
37|5|20210222072147|Live
64|70|20210222072141|Live
15|83|20210222072140|Live
99|89|20210222072135|Playback
41|7|20210222072130|Live
47|9|20210222072121|Playback
9|73|20210222072120|Playback
77|25|20210222072120|Live
14|96|20210222072118|Playback
27|63|20210222072112|Live
24|64|20210222072109|Playback
28|35|20210222072107|Playback
18|58|20210222072102|Live
53|87|20210222072054|Live
38|16|20210222072052|Live
97|82|20210222072046|Playback
88|27|20210222072040|Playback
5|99|20210222072033|Live
27|6|20210222072028|Playback
87|1|20210222072019|Live
22|90|20210222072014|Live
47|5|20210222072007|Playback
68|5|20210222072002|Playback
9|53|20210222072000|Playback
63|65|20210222071952|Playback
88|85|20210222071946|Live
29|96|20210222071941|Playback
18|25|20210222071933|Live
25|47|20210222071925|Live
1|92|20210222071922|Playback
38|17|20210222071918|Playback
94|48|20210222071913|Live
32|43|20210222071913|Playback
1|77|20210222071904|Live
76|19|20210222071904|Live
19|73|20210222071904|Live
72|34|20210222071903|Live
2|42|20210222071855|Live
24|52|20210222071852|Playback
64|49|20210222071851|Live
82|72|20210222071848|Live
28|3|20210222071848|Live
62|51|20210222071848|Live
3|56|20210222071841|Playback
42|43|20210222071834|Live
52|9|20210222071830|Playback
79|37|20210222071830|Live
75|39|20210222071828|Live
37|98|20210222071821|Live
53|79|20210222071816|Playback
50|59|20210222071809|Live
18|10|20210222071806|Live
28|62|20210222071757|Playback
33|48|20210222071748|Playback
69|98|20210222071746|Playback
95|2|20210222071746|Live
54|99|20210222071741|Playback
39|30|20210222071737|Live
77|28|20210222071729|Playback
71|27|20210222071729|Live
64|82|20210222071726|Live
26|23|20210222071721|Live
36|16|20210222071714|Live
95|78|20210222071705|Live
3|39|20210222071701|Live
24|7|20210222071652|Live
37|81|20210222071652|Live
4|3|20210222071652|Playback
12|92|20210222071644|Playback
58|70|20210222071643|Playback
76|2|20210222071641|Playback
68|96|20210222071632|Live
23|31|20210222071632|Live
90|29|20210222071625|Live
48|24|20210222071618|Live
79|99|20210222071613|Playback
23|28|20210222071604|Live
43|74|20210222071559|Live
23|94|20210222071557|Live
50|10|20210222071557|Live
79|47|20210222071557|Live
61|14|20210222071551|Live
38|43|20210222071550|Playback
28|9|20210222071546|Live
38|45|20210222071541|Live
55|41|20210222071534|Live
19|33|20210222071530|Live
69|62|20210222071525|Playback
20|99|20210222071517|Live
87|58|20210222071517|Live
61|30|20210222071515|Playback
97|79|20210222071514|Playback
16|8|20210222071505|Live
47|49|20210222071458|Live
76|62|20210222071449|Playback
69|99|20210222071447|Live
87|10|20210222071445|Playback
22|43|20210222071441|Playback
3|50|20210222071432|Live
92|68|20210222071426|Live
57|56|20210222071426|Playback
94|93|20210222071417|Live
64|50|20210222071416|Live
41|57|20210222071411|Playback
4|45|20210222071404|Live
67|30|20210222071403|Live
43|87|20210222071400|Playback
63|32|20210222071353|Live
45|70|20210222071345|Live
94|41|20210222071341|Live
85|41|20210222071332|Live
34|68|20210222071331|Live
81|59|20210222071329|Live
6|4|20210222071328|Live
26|81|20210222071322|Live
48|44|20210222071322|Live
97|22|20210222071316|Live
81|1|20210222071310|Playback
18|18|20210222071309|Live
24|77|20210222071304|Playback
56|85|20210222071259|Playback
87|52|20210222071258|Live
70|7|20210222071258|Live
11|66|20210222071258|Live
71|40|20210222071251|Live
100|54|20210222071249|Live
71|62|20210222071246|Live
7|70|20210222071245|Playback
40|87|20210222071240|Live
61|2|20210222071237|Live
1|42|20210222071229|Playback
74|36|20210222071224|Live
82|35|20210222071221|Live
3|78|20210222071220|Live
33|61|20210222071217|Live
66|73|20210222071213|Live
97|9|20210222071204|Playback
78|2|20210222071201|Live
27|97|20210222071153|Playback
51|96|20210222071144|Playback
31|52|20210222071135|Playback
98|47|20210222071129|Live
35|14|20210222071129|Live
2|61|20210222071129|Live
96|50|20210222071127|Live
52|48|20210222071121|Live
54|22|20210222071118|Live
35|36|20210222071114|Live
44|90|20210222071107|Playback
60|88|20210222071058|Playback
89|46|20210222071050|Playback
31|90|20210222071042|Playback
16|15|20210222071033|Live
24|44|20210222071029|Live
88|62|20210222071025|Live
14|63|20210222071021|Live
16|82|20210222071013|Live
66|25|20210222071006|Live
39|1|20210222070957|Live
5|84|20210222070949|Playback
9|3|20210222070948|Live
25|91|20210222070946|Playback
8|80|20210222070939|Live
12|14|20210222070931|Live
63|60|20210222070929|Playback
28|18|20210222070921|Live
26|18|20210222070916|Live
100|95|20210222070907|Live
47|75|20210222070903|Live
85|80|20210222070858|Live
58|46|20210222070853|Live
16|27|20210222070849|Live
6|7|20210222070840|Live
6|31|20210222070837|Playback
65|14|20210222070835|Live
71|23|20210222070833|Live
19|95|20210222070832|Live
6|18|20210222070824|Live
43|69|20210222070815|Live
84|3|20210222070811|Live
68|24|20210222070807|Live
64|68|20210222070806|Playback
44|61|20210222070757|Playback
83|5|20210222070754|Playback
32|14|20210222070753|Playback
53|31|20210222070753|Playback
70|20|20210222070747|Live
78|95|20210222070745|Playback
37|11|20210222070744|Live
1|26|20210222070738|Live
96|18|20210222070734|Live
4|16|20210222070730|Live
46|69|20210222070727|Live
45|63|20210222070726|Playback
99|44|20210222070725|Live
42|58|20210222070723|Playback
37|15|20210222070718|Live
50|96|20210222070715|Playback
12|54|20210222070707|Playback
14|84|20210222070659|Live
26|84|20210222070657|Live
44|28|20210222070651|Live
51|93|20210222070650|Live
2|56|20210222070645|Playback
53|14|20210222070645|Live
71|70|20210222070638|Live
4|88|20210222070632|Live
44|29|20210222070626|Live
11|78|20210222070625|Live
40|15|20210222070622|Playback
49|14|20210222070614|Live
96|13|20210222070611|Live
80|77|20210222070602|Live
20|76|20210222070602|Live
97|54|20210222070557|Live
27|99|20210222070551|Live
73|20|20210222070545|Live
86|65|20210222070539|Live
97|21|20210222070538|Live
86|77|20210222070536|Live
98|7|20210222070531|Live
88|2|20210222070525|Playback
21|86|20210222070519|Live
19|42|20210222070512|Live
20|14|20210222070504|Live
50|73|20210222070501|Playback
75|87|20210222070454|Live
61|73|20210222070446|Playback
64|30|20210222070440|Playback
80|32|20210222070436|Live
42|36|20210222070427|Live
32|31|20210222070419|Live
49|99|20210222070413|Live
88|59|20210222070413|Live
20|47|20210222070406|Playback
60|67|20210222070357|Live
92|10|20210222070352|Live
80|55|20210222070351|Live
31|13|20210222070344|Live
2|5|20210222070343|Live
3|52|20210222070337|Playback
95|19|20210222070335|Live
26|75|20210222070329|Playback
34|89|20210222070326|Live
69|53|20210222070323|Playback
8|65|20210222070320|Live
77|93|20210222070312|Live
60|72|20210222070307|Live
58|9|20210222070303|Live
88|29|20210222070256|Playback
40|91|20210222070250|Live
78|42|20210222070246|Live
100|33|20210222070239|Live
64|76|20210222070230|Live
31|8|20210222070222|Live
87|92|20210222070214|Live
79|57|20210222070211|Playback
99|90|20210222070204|Live
15|77|20210222070158|Playback
13|26|20210222070157|Live
43|38|20210222070155|Live
51|55|20210222070148|Live
65|1|20210222070143|Live
15|53|20210222070140|Live
44|37|20210222070131|Live
16|84|20210222070123|Live
9|55|20210222070116|Live
35|65|20210222070116|Playback
33|98|20210222070116|Live
6|94|20210222070114|Live
91|29|20210222070107|Live
32|83|20210222070100|Live
64|93|20210222070059|Live
63|49|20210222070059|Playback
49|65|20210222070055|Playback
47|72|20210222070046|Playback
74|90|20210222070044|Live
97|70|20210222070038|Live
42|51|20210222070029|Live
9|10|20210222070024|Playback
76|24|20210222070022|Live
55|32|20210222070016|Live
31|89|20210222070008|Live
79|37|20210222070001|Live
90|77|20210222070001|Live
60|25|20210222065957|Playback
89|32|20210222065952|Playback
100|3|20210222065951|Live
66|55|20210222065945|Live
77|57|20210222065945|Live
52|81|20210222065937|Live
81|58|20210222065929|Live
78|41|20210222065923|Live
50|45|20210222065918|Live
92|84|20210222065914|Playback
63|5|20210222065906|Live
68|58|20210222065906|Live
33|28|20210222065900|Live
3|25|20210222065856|Live
6|18|20210222065853|Live
89|3|20210222065853|Playback
85|65|20210222065850|Playback
4|23|20210222065847|Playback
79|16|20210222065839|Live
17|16|20210222065830|Live
75|29|20210222065828|Live
68|95|20210222065819|Live
22|21|20210222065818|Live
96|47|20210222065818|Live
27|61|20210222065812|Playback
100|48|20210222065804|Live
31|48|20210222065755|Live
98|66|20210222065747|Live
58|21|20210222065743|Playback
71|72|20210222065735|Live
44|35|20210222065734|Live
81|24|20210222065733|Live
53|21|20210222065732|Playback
16|99|20210222065724|Live
1|89|20210222065721|Live
89|24|20210222065713|Playback
71|39|20210222065704|Live
73|39|20210222065702|Live
73|81|20210222065702|Playback
94|67|20210222065701|Live
58|1|20210222065653|Playback
12|54|20210222065649|Live
83|96|20210222065641|Playback
9|85|20210222065637|Live
86|78|20210222065632|Live
37|18|20210222065624|Live
29|77|20210222065618|Playback
50|79|20210222065611|Playback
8|25|20210222065607|Live
33|55|20210222065558|Live
30|23|20210222065553|Live
2|70|20210222065548|Live
91|88|20210222065539|Live
83|38|20210222065537|Live
64|81|20210222065534|Playback
2|34|20210222065526|Live
57|6|20210222065521|Playback
10|71|20210222065513|Playback
94|12|20210222065513|Playback
37|22|20210222065504|Live
86|44|20210222065456|Playback
96|99|20210222065453|Playback
54|39|20210222065447|Playback
13|46|20210222065447|Live
38|47|20210222065440|Live
59|73|20210222065436|Live
14|86|20210222065429|Playback
73|22|20210222065424|Playback
26|91|20210222065419|Live
99|8|20210222065413|Live
14|93|20210222065407|Live
39|15|20210222065401|Live
47|48|20210222065353|Playback
100|94|20210222065351|Live
99|81|20210222065343|Live
6|50|20210222065339|Playback
16|3|20210222065338|Playback
16|26|20210222065338|Playback
74|31|20210222065330|Playback
88|30|20210222065330|Playback
63|77|20210222065329|Playback
46|6|20210222065325|Live
49|13|20210222065316|Live
41|62|20210222065314|Live
92|70|20210222065308|Live
47|24|20210222065306|Playback
40|83|20210222065306|Playback
9|99|20210222065257|Live
3|74|20210222065252|Playback
8|16|20210222065251|Live
20|90|20210222065248|Live
68|49|20210222065240|Playback
30|3|20210222065233|Live
93|92|20210222065225|Playback
84|98|20210222065222|Live
68|85|20210222065219|Live
27|7|20210222065215|Live
99|9|20210222065215|Playback
44|69|20210222065215|Live
85|40|20210222065207|Playback
69|10|20210222065207|Live
37|87|20210222065202|Live
84|89|20210222065155|Playback
16|86|20210222065147|Live
11|93|20210222065143|Live
41|85|20210222065140|Live
32|81|20210222065140|Playback
72|22|20210222065139|Live
26|99|20210222065132|Live
71|8|20210222065130|Playback
6|59|20210222065126|Live
74|39|20210222065121|Live
19|10|20210222065114|Live
36|91|20210222065111|Playback
22|77|20210222065108|Live
95|44|20210222065059|Playback
69|86|20210222065054|Live
36|17|20210222065052|Live
63|55|20210222065048|Live
80|51|20210222065046|Live
74|96|20210222065037|Live
63|76|20210222065037|Live
72|91|20210222065028|Live
36|58|20210222065026|Playback
22|3|20210222065024|Live
11|87|20210222065020|Live
71|4|20210222065013|Playback
37|32|20210222065012|Playback
38|26|20210222065005|Playback
27|60|20210222065001|Live
54|54|20210222064957|Live
42|27|20210222064950|Live
9|43|20210222064941|Playback
48|49|20210222064936|Live
58|7|20210222064929|Live
29|11|20210222064922|Live
57|28|20210222064921|Playback
82|90|20210222064913|Live
34|87|20210222064906|Live
42|84|20210222064902|Live
37|52|20210222064855|Live
31|17|20210222064849|Live
91|45|20210222064844|Playback
41|63|20210222064839|Playback
27|26|20210222064836|Playback
26|59|20210222064833|Playback
90|8|20210222064825|Live
38|49|20210222064819|Live
3|36|20210222064814|Live
13|48|20210222064805|Live
40|83|20210222064802|Live
92|53|20210222064801|Live
62|73|20210222064754|Live
47|7|20210222064749|Playback
43|91|20210222064748|Live
76|94|20210222064743|Live
31|30|20210222064743|Live
21|5|20210222064737|Live
75|55|20210222064728|Live
26|61|20210222064719|Live
28|67|20210222064716|Live
43|41|20210222064707|Live
65|7|20210222064707|Live
28|30|20210222064704|Playback
65|99|20210222064702|Live
63|82|20210222064657|Live
92|99|20210222064653|Playback
11|90|20210222064646|Playback
94|50|20210222064644|Live
8|38|20210222064640|Live
88|19|20210222064639|Live
100|77|20210222064632|Live
21|57|20210222064628|Playback
87|88|20210222064625|Live
17|86|20210222064619|Playback
4|53|20210222064611|Live
40|37|20210222064605|Live
89|18|20210222064604|Live
99|50|20210222064601|Live
18|17|20210222064600|Playback
18|53|20210222064600|Playback
42|6|20210222064558|Live
52|8|20210222064554|Live
12|54|20210222064547|Live
26|80|20210222064546|Live
95|24|20210222064537|Playback
52|1|20210222064531|Live
21|72|20210222064523|Live
93|92|20210222064517|Live
43|41|20210222064512|Live
38|22|20210222064510|Live
31|60|20210222064506|Live
39|31|20210222064505|Live
80|17|20210222064500|Playback
89|5|20210222064500|Live
54|66|20210222064456|Live
22|53|20210222064450|Playback
43|65|20210222064445|Live
15|30|20210222064442|Live
34|76|20210222064441|Playback
77|7|20210222064437|Live
98|52|20210222064431|Live
87|83|20210222064428|Live
87|73|20210222064428|Live
88|4|20210222064423|Playback
48|21|20210222064416|Live
99|90|20210222064414|Live
63|94|20210222064413|Live
70|22|20210222064406|Live
61|10|20210222064358|Playback
25|61|20210222064355|Live
14|31|20210222064348|Playback
61|69|20210222064339|Live
100|54|20210222064335|Live
50|96|20210222064332|Live
41|13|20210222064330|Live
46|82|20210222064324|Live
71|31|20210222064318|Live
17|21|20210222064314|Playback
75|4|20210222064309|Live
51|84|20210222064308|Live
50|96|20210222064259|Live
67|86|20210222064252|Live
93|70|20210222064243|Live
83|70|20210222064242|Live
70|91|20210222064233|Playback
65|42|20210222064226|Live
24|18|20210222064223|Playback
99|6|20210222064217|Live
47|50|20210222064211|Playback
19|91|20210222064206|Live
69|49|20210222064157|Playback
35|62|20210222064151|Live
41|37|20210222064150|Playback
30|72|20210222064144|Live
67|11|20210222064144|Live
81|1|20210222064143|Live
14|61|20210222064135|Live
54|48|20210222064132|Playback
80|89|20210222064128|Live
63|94|20210222064121|Live
53|18|20210222064119|Live
71|24|20210222064114|Live
15|99|20210222064105|Live
92|15|20210222064102|Playback
91|33|20210222064100|Live
83|87|20210222064055|Live
98|91|20210222064054|Live
47|78|20210222064050|Playback
32|53|20210222064045|Playback
62|0|20210222064044|Playback
64|44|20210222064035|Live
54|43|20210222064027|Live
82|5|20210222064027|Playback
64|66|20210222064025|Live
15|15|20210222064020|Live
83|87|20210222064020|Live
96|79|20210222064020|Live
9|34|20210222064015|Live
7|4|20210222064007|Live
57|37|20210222064004|Live
44|50|20210222064001|Live
43|55|20210222064000|Live
100|4|20210222063959|Live
27|99|20210222063954|Live
53|8|20210222063952|Live
9|93|20210222063951|Live
39|83|20210222063944|Live
58|33|20210222063944|Playback
84|84|20210222063935|Playback
49|28|20210222063931|Playback
28|87|20210222063927|Live
54|96|20210222063926|Playback
17|16|20210222063924|Playback
10|93|20210222063920|Live
64|94|20210222063914|Live
24|87|20210222063913|Live
66|22|20210222063904|Playback
5|12|20210222063900|Playback
20|32|20210222063851|Live
93|73|20210222063847|Live
42|70|20210222063845|Live
44|42|20210222063839|Live
15|5|20210222063832|Live
85|8|20210222063828|Live
66|25|20210222063827|Live
81|11|20210222063818|Playback
78|78|20210222063811|Playback
12|6|20210222063807|Live
67|51|20210222063804|Live
42|80|20210222063759|Playback
38|76|20210222063754|Live
75|23|20210222063754|Live
77|21|20210222063749|Live
15|30|20210222063741|Live
48|90|20210222063733|Live
58|79|20210222063725|Live
36|26|20210222063721|Live
97|47|20210222063721|Live
4|66|20210222063720|Live
87|7|20210222063713|Live
74|73|20210222063709|Live
36|47|20210222063700|Playback
25|19|20210222063651|Playback
37|65|20210222063651|Live
10|32|20210222063645|Live
9|60|20210222063640|Live
94|20|20210222063633|Playback
65|2|20210222063632|Playback
25|94|20210222063626|Playback
96|92|20210222063623|Playback
82|87|20210222063622|Playback
27|30|20210222063620|Playback
84|45|20210222063612|Live
50|62|20210222063607|Playback
58|53|20210222063605|Live
52|75|20210222063559|Live
71|67|20210222063553|Live
47|28|20210222063546|Live
54|91|20210222063540|Live
25|24|20210222063540|Playback
82|52|20210222063537|Playback
87|69|20210222063536|Playback
38|87|20210222063533|Live
94|83|20210222063527|Live
27|86|20210222063527|Live
48|27|20210222063520|Live
73|30|20210222063515|Playback
91|54|20210222063507|Live
45|30|20210222063459|Live
90|65|20210222063459|Live
25|96|20210222063456|Live
81|24|20210222063454|Live
29|13|20210222063454|Live
48|13|20210222063445|Playback
75|30|20210222063437|Live
20|92|20210222063428|Live
7|11|20210222063425|Live
41|66|20210222063422|Live
20|64|20210222063417|Playback
50|52|20210222063414|Live
97|80|20210222063409|Playback
63|46|20210222063403|Playback
61|64|20210222063354|Live
9|74|20210222063353|Playback
26|62|20210222063348|Live
29|96|20210222063346|Playback
41|36|20210222063342|Playback
84|10|20210222063337|Live
32|28|20210222063332|Live
13|10|20210222063328|Live
17|23|20210222063324|Live
63|13|20210222063316|Live
86|52|20210222063307|Live
49|40|20210222063259|Live
31|32|20210222063259|Live
9|94|20210222063258|Playback
29|33|20210222063249|Playback
14|6|20210222063240|Live
46|12|20210222063237|Playback
23|15|20210222063233|Live
53|21|20210222063232|Live
87|44|20210222063227|Live
46|63|20210222063219|Live
91|28|20210222063217|Live
88|7|20210222063212|Live
77|97|20210222063205|Live
1|59|20210222063200|Live
4|78|20210222063153|Playback
21|8|20210222063145|Live
49|98|20210222063140|Live
75|67|20210222063131|Live
91|12|20210222063129|Live
42|61|20210222063125|Live
75|59|20210222063125|Playback
48|44|20210222063123|Live
60|5|20210222063119|Playback
37|10|20210222063115|Live
84|61|20210222063115|Live
9|17|20210222063107|Live
13|2|20210222063103|Live
57|24|20210222063058|Live
40|76|20210222063054|Live
14|98|20210222063047|Live
77|83|20210222063046|Playback
42|11|20210222063039|Playback
68|85|20210222063030|Playback
4|32|20210222063028|Live
100|51|20210222063021|Live
32|83|20210222063019|Live
44|96|20210222063014|Live
55|26|20210222063011|Playback
25|11|20210222063011|Live
67|94|20210222063003|Playback
44|70|20210222063003|Live
56|42|20210222062956|Live
90|65|20210222062951|Live
96|27|20210222062949|Live
22|83|20210222062943|Playback
100|31|20210222062940|Live
80|82|20210222062935|Live
52|64|20210222062927|Playback
